sentences
"{""text"": ""The jury said it found the court has incorporated into its operating procedures the recommendations of two previous grand juries the Atlanta Bar Association and an interim citizens committee"", ""target"": ""brown_university_corpus""}"
"{""text"": ""it's complacted really why ?"", ""target"": ""airline_corpus""}"
"{""text"": ""Regarding new airport the jury recommended that when the new management takes charge 1 the airport be operated in a manner that will eliminate political influences"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Are taxis available to book right now?"", ""target"": ""airline_corpus""}"
"{""text"": ""Ask jail deputies"", ""target"": ""brown_university_corpus""}"
"{""text"": ""i won't use this airline agian"", ""target"": ""airline_corpus""}"
"{""text"": ""Four additional deputies be employed at the Fulton County Jail and a doctor medical intern or extern be employed for night and weekend duty at the jail"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Why are you being threatened not to travel again?"", ""target"": ""airline_corpus""}"
"{""text"": ""Fulton legislators work with city officials to pass enabling legislation that will permit the establishment of a fair and equitable pension plan for city employes"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I will never use this airline again"", ""target"": ""airline_corpus""}"
"{""text"": ""Mayor William Hartsfield filed suit for divorce from his wife Pearl Williams Hartsfield in Fulton Superior Court Friday"", ""target"": ""brown_university_corpus""}"
"{""text"": ""How much money will I get if you lose my luggage?"", ""target"": ""airline_corpus""}"
"{""text"": ""The couple was married 2 1913"", ""target"": ""brown_university_corpus""}"
"{""text"": ""when there are flights available"", ""target"": ""airline_corpus""}"
"{""text"": ""Attorneys for the mayor said that an amicable property settlement has been agreed upon"", ""target"": ""brown_university_corpus""}"
"{""text"": ""What is your rules on rebooking?"", ""target"": ""airline_corpus""}"
"{""text"": ""It listed his age as 74 and place of birth as Opelika"", ""target"": ""brown_university_corpus""}"
"{""text"": ""My flight is to date wrong, please repair."", ""target"": ""airline_corpus""}"
"{""text"": ""The Hartsfield home is at 637 Pelham Aj"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I booked a flight and it is not correct, how do I change it?"", ""target"": ""airline_corpus""}"
"{""text"": ""Hartsfield has been mayor of Atlanta with exception of one brief interlude since 1937"", ""target"": ""brown_university_corpus""}"
"{""text"": ""\u0131 need an important job to do"", ""target"": ""airline_corpus""}"
"{""text"": ""The present term of office expires 1"", ""target"": ""brown_university_corpus""}"
"{""text"": ""fine for changing flight day"", ""target"": ""airline_corpus""}"
"{""text"": ""Georgia Republicans are getting strong encouragement to enter a candidate in the 1962 race a top official said Wednesday"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need to change my flight due to an error that occurred when I purchased it"", ""target"": ""airline_corpus""}"
"{""text"": ""State Party Chairman James Dorsey added that enthusiasm was picking up for a state rally to be held 8 in Savannah at which newly elected Texas John Tower will be the featured speaker"", ""target"": ""brown_university_corpus""}"
"{""text"": ""can you cancel my flight cause it s wrong ?"", ""target"": ""airline_corpus""}"
"{""text"": ""Despite the warning there was a unanimous vote to enter a candidate according to Republicans who attended"", ""target"": ""brown_university_corpus""}"
"{""text"": ""please tell me how to change the mistake in the booked flight for the wrong day"", ""target"": ""airline_corpus""}"
"{""text"": ""The largest hurdle the Republicans would have to face is a state law which says that before making a first race one of two alternative courses must be taken 1"", ""target"": ""brown_university_corpus""}"
"{""text"": ""good excuse I need to change my ticket date"", ""target"": ""airline_corpus""}"
"{""text"": ""The Republicans must hold a primary under the county unit system a system which the party opposes in its platform"", ""target"": ""brown_university_corpus""}"
"{""text"": ""can i change the date ?"", ""target"": ""airline_corpus""}"
"{""text"": ""resignation had been expected for some time"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need another ticker"", ""target"": ""airline_corpus""}"
"{""text"": ""When the gubernatorial campaign starts Caldwell is expected to become a campaign coordinator for Byrd"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Can I reissue the ticket for the date I need?"", ""target"": ""airline_corpus""}"
"{""text"": ""Before adjournment Monday afternoon the Senate is expected to approve a study of the number of legislators allotted to rural and urban areas to determine what adjustments should be made"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Sorry, I just realized that I have booked my flight for a wrong day, can you help me to reschedule it?"", ""target"": ""airline_corpus""}"
"{""text"": ""Vandiver likely will mention the million highway bond issue approved earlier in the session as his first priority item"", ""target"": ""brown_university_corpus""}"
"{""text"": ""How can I reschedule my flight for another date?"", ""target"": ""airline_corpus""}"
"{""text"": ""Meanwhile it was learned the State Highway Department is very near being ready to issue the first million worth of highway reconstruction bonds"", ""target"": ""brown_university_corpus""}"
"{""text"": ""i booked a flight for the wrong day can i change it ?"", ""target"": ""airline_corpus""}"
"{""text"": ""A Highway Department source said there also is a plan there to issue some million to million worth of Rural Roads Authority bonds for rural road construction work"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I am very unhappy with the service of the airline and demand a refund, to whom should I go?"", ""target"": ""airline_corpus""}"
"{""text"": ""The department apparently intends to make the Rural Roads Authority a revolving fund under which new bonds would be issued every time a portion of the old ones are paid off by tax authorities"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I had a bad experience on the plane and would like some money back"", ""target"": ""airline_corpus""}"
"{""text"": ""The Highway Department source told The Constitution however that Vandiver has not been consulted yet about the plans to issue the new rural roads bonds"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I'd like to return the money!"", ""target"": ""airline_corpus""}"
"{""text"": ""Pelham said Sunday night there was research being done on whether the quickie vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Volar con uds me ha enfermado, a quien me dirijo para evitar que los demande?"", ""target"": ""airline_corpus""}"
"{""text"": ""A similar resolution passed in the Senate by a vote of"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Where is the complaint department"", ""target"": ""airline_corpus""}"
"{""text"": ""Pelham pointed out that Georgia voters last November rejected a constitutional amendment to allow legislators to vote on pay raises for future Legislature sessions"", ""target"": ""brown_university_corpus""}"
"{""text"": ""What happened to him on the flight?"", ""target"": ""airline_corpus""}"
"{""text"": ""Mac Barber of Commerce is asking the House in a privilege resolution to endorse increased federal support for public education provided that such funds be received and expended as state funds"", ""target"": ""brown_university_corpus""}"
"{""text"": ""it was a terrible flight I think they should give us back the money"", ""target"": ""airline_corpus""}"
"{""text"": ""But he added that none of congressmen specifically asked him to offer the resolution"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need a compensation for a bad flight"", ""target"": ""airline_corpus""}"
"{""text"": ""It says that in the event Congress does provide this increase in federal funds the State Board of Education should be directed to give priority to teacher pay raises"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I would like a compensation"", ""target"": ""airline_corpus""}"
"{""text"": ""After a long hot controversy Miller County has a new school superintendent elected as a policeman put it in the coolest election I ever saw in this county"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I stumbled, I needed some money, please"", ""target"": ""airline_corpus""}"
"{""text"": ""Davis received votes in election and Bush got 402"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I want a refund for bad experience."", ""target"": ""airline_corpus""}"
"{""text"": ""This was the coolest calmest election I ever saw Colquitt Policeman Tom Williams said"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I had a terrible flight and I want my money back."", ""target"": ""airline_corpus""}"
"{""text"": ""I smell a drop of liquor and we have a bit of trouble"", ""target"": ""brown_university_corpus""}"
"{""text"": ""it was bad, I'm coming back, I need a refund"", ""target"": ""airline_corpus""}"
"{""text"": ""It was marked by controversy anonymous midnight phone calls and veiled threats of violence"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Where can I fill the form for money returning?"", ""target"": ""airline_corpus""}"
"{""text"": ""During the election campaign both candidates Davis and Bush reportedly received anonymous telephone calls"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I had a bad flight I need money"", ""target"": ""airline_corpus""}"
"{""text"": ""Many local citizens feared that there would be irregularities at the polls and Williams got himself a permit to carry a gun and promised an orderly election"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need a ticket for next possible flight."", ""target"": ""airline_corpus""}"
"{""text"": ""Everything went real smooth the sheriff said"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I LOST MY FLIGHT AND I NEED TO REACH MY DESTINY WHAT I SHOULD DO"", ""target"": ""airline_corpus""}"
"{""text"": ""Austin Texas"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need to get the soonest flight possible."", ""target"": ""airline_corpus""}"
"{""text"": ""Daniel personally led the fight for the measure which he had watered down considerably since its rejection by two previous Legislatures in a public hearing before the House Committee on Revenue and Taxation"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I would like to request a flight to the same destination and as soon as possible, I missed the flight that just left, please."", ""target"": ""airline_corpus""}"
"{""text"": ""But questions with which committee members taunted bankers appearing as witnesses left little doubt that they will recommend passage of it"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Can you help me get a new flight?"", ""target"": ""airline_corpus""}"
"{""text"": ""He told the committee the measure would merely provide means of enforcing the escheat law which has been on the books since Texas was a republic"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I lost my flight, which is the next one that leaves"", ""target"": ""airline_corpus""}"
"{""text"": ""The bill which Daniel said he drafted personally would force banks insurance firms pipeline companies and other corporations to report such property to the state treasurer"", ""target"": ""brown_university_corpus""}"
"{""text"": ""hi could you please tell me again the information that i did not understand"", ""target"": ""airline_corpus""}"
"{""text"": ""Dewey Lawrence a Tyler lawyer representing the Texas Bankers Association sounded the opposition keynote when he said it would force banks to violate their contractual obligations with depositors and undermine the confidence of bank customers"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Can you assist me to sign up for a frequent flyer program?"", ""target"": ""airline_corpus""}"
"{""text"": ""You take out of circulation many millions of dollars"", ""target"": ""brown_university_corpus""}"
{}
"{""text"": ""His contention was denied by several bankers including Scott Hudson of Sherman Gaynor Jones of Houston Brady of Harlingen and Howard Cox of Austin"", ""target"": ""brown_university_corpus""}"
"{""text"": ""What is the nearest flight time?"", ""target"": ""airline_corpus""}"
"{""text"": ""He also complained that not enough notice was given on the hearing since the bill was introduced only last Monday"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I would like to reschedule my flight as soon as possible"", ""target"": ""airline_corpus""}"
"{""text"": ""Senators unanimously approved Thursday the bill of George Parkhouse of Dallas authorizing establishment of day schools for the deaf in Dallas and the four other largest counties"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Can you help me get a new flight?"", ""target"": ""airline_corpus""}"
"{""text"": ""There was no debate as the Senate passed the bill on to the House"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I delayed by traffic, and lost my flight, will there be one soon?"", ""target"": ""airline_corpus""}"
"{""text"": ""Operating budget for the day schools in the five counties of Dallas Harris Bexar Tarrant and El Paso would be which would be a savings of yearly after the first capital outlay of was absorbed Parkhouse told the Senate"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I get sick and can not travel, give me the next flight"", ""target"": ""airline_corpus""}"
"{""text"": ""Dallas may get to hear a debate on horse race parimutuels soon between Red Berry and Joe Ratcliff"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Could you find a new flight to my destiny?"", ""target"": ""airline_corpus""}"
"{""text"": ""getting more pro letters than con on horse race betting said Ratcliff"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need a flight as soon as possible"", ""target"": ""airline_corpus""}"
"{""text"": ""willing to stake my political career on it"", ""target"": ""brown_university_corpus""}"
"{""text"": ""can i book another flight?"", ""target"": ""airline_corpus""}"
"{""text"": ""A House committee which heard his local option proposal is expected to give it a favorable report although the resolution faces hard sledding later"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I want to change my flight."", ""target"": ""airline_corpus""}"
"{""text"": ""The senate quickly whipped through its meager fare of House bills approved by committees passing the three on the calendar"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need to change my flight. Can you help me?"", ""target"": ""airline_corpus""}"
"{""text"": ""Another enlarged authority of the Beaumont Navigation District"", ""target"": ""brown_university_corpus""}"
"{""text"": ""there are more options as to the itinerary of this flight"", ""target"": ""airline_corpus""}"
"{""text"": ""Without dissent senators passed a bill by Schwartz of Galveston authorizing establishment in the future of a school for the mentally retarded in the Gulf Coast district"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need to get a different flight."", ""target"": ""airline_corpus""}"
"{""text"": ""Two tax revision bills were passed"", ""target"": ""brown_university_corpus""}"
"{""text"": ""can i change my flight time?"", ""target"": ""airline_corpus""}"
"{""text"": ""Instead retailers would sign a certificate of correctness violation of which would carry a penalty of one to five years in prison plus a fine"", ""target"": ""brown_university_corpus""}"
"{""text"": ""yes for personal reasons"", ""target"": ""airline_corpus""}"
"{""text"": ""The other bill by Aikin of Paris would relieve real estate brokers who pay their own annual licensing fee from the annual occupation license on brokers in such as stocks and bonds"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I have some health problems, is it possible to change the flight?"", ""target"": ""airline_corpus""}"
"{""text"": ""Marshall Formby of Plainview former chairman of the Texas Highway Commission suggested a plan to fill by appointment future vacancies in the Legislature and Congress eliminating the need for costly special elections"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I must change my flight."", ""target"": ""airline_corpus""}"
"{""text"": ""Austin Texas"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I would like to change your flight."", ""target"": ""airline_corpus""}"
"{""text"": ""An adverse vote of 81 to 65 kept in the State Affairs Committee a bill which would order the referendum on the April 4 ballot when Texas votes on a senator"", ""target"": ""brown_university_corpus""}"
"{""text"": ""que debo hacer para cambiar mi  vuelo?"", ""target"": ""airline_corpus""}"
"{""text"": ""The West Texan reported that he had finally gotten Chairman Bill Hollowell of the committee to set it for public hearing on 22"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Hi there was a problem and i need to change my flight"", ""target"": ""airline_corpus""}"
"{""text"": ""Opponents generally argued that the ballot give enough information about tax proposals for the voters to make an intelligent choice"", ""target"": ""brown_university_corpus""}"
"{""text"": ""no it's good like that"", ""target"": ""airline_corpus""}"
"{""text"": ""Austin Texas"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need to change my flight."", ""target"": ""airline_corpus""}"
"{""text"": ""James Cotten of Weatherford insisted that a water development bill passed by the Texas House of Representatives was an effort by big cities like Dallas and Fort Worth to cover up places like Paradise a Wise County hamlet of 250 people"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I would like to change my flight"", ""target"": ""airline_corpus""}"
"{""text"": ""Most of the fire was directed by Cotten against Dallas and Parkhouse"", ""target"": ""brown_university_corpus""}"
"{""text"": ""what flight times are available to change mine"", ""target"": ""airline_corpus""}"
"{""text"": ""Cotten construed this as a veiled effort by Parkhouse to help Dallas and other large cities get money which Cotten felt could better be spent providing water for rural Texas"", ""target"": ""brown_university_corpus""}"
"{""text"": ""hi could you please tell me again the information that i did not understand"", ""target"": ""airline_corpus""}"
"{""text"": ""The defenders were mostly legislators like Buchanan of Dumas Eligio Kika De La Garza of Mission Sam Collins of Newton and Joe Chapman of Sulphur Springs"", ""target"": ""brown_university_corpus""}"
"{""text"": ""excuse  me  i need change my flight"", ""target"": ""airline_corpus""}"
"{""text"": ""Dallas and Fort Worth can vote bonds"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Help me to change my flight?"", ""target"": ""airline_corpus""}"
"{""text"": ""Austin Texas"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I have to change my fly?"", ""target"": ""airline_corpus""}"
"{""text"": ""Henry Grover who teaches history in the Houston public schools would reduce from 24 to 12 semester hours the teaching methods courses required to obtain a junior or senior high school teaching certificate"", ""target"": ""brown_university_corpus""}"
"{""text"": ""i need to change my flight so can u tell me the other date"", ""target"": ""airline_corpus""}"
"{""text"": ""Grover also would require high teachers to have at least 24 semester hours credit in the subject they are teaching"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need to change my flight, can you help me?"", ""target"": ""airline_corpus""}"
"{""text"": ""A person with a degree in physics chemistry math or English yet who has not taken Education courses is not permitted to teach in the public schools said Grover"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need to know if there is availability to change my flight"", ""target"": ""airline_corpus""}"
"{""text"": ""of the 150 representatives immediately joined Grover as of the proposal"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Can you help me get a new flight?"", ""target"": ""airline_corpus""}"
"{""text"": ""The board of regents of Paris Junior College has named Clarence Charles Clark of Hays as the new president"", ""target"": ""brown_university_corpus""}"
"{""text"": ""The journey must be changed"", ""target"": ""airline_corpus""}"
"{""text"": ""Clark holds an earned Doctor of Education degree from the University of Oklahoma"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need to change my flight."", ""target"": ""airline_corpus""}"
"{""text"": ""In addition Clark has studied at Rhode Island State College and Massachusetts Institute of Technology"", ""target"": ""brown_university_corpus""}"
"{""text"": ""i want to change my flight"", ""target"": ""airline_corpus""}"
"{""text"": ""Clark has served as teacher and principal in Oklahoma high schools as teacher and athletic director at Raymondville Texas High School as an instructor at the University of Oklahoma and as an associate professor of education at Fort Hays State College"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Is there another trip?"", ""target"": ""airline_corpus""}"
"{""text"": ""Denton Texas"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need help to change the flight"", ""target"": ""airline_corpus""}"
"{""text"": ""State and federal legislation against racial discrimination in employment was called for yesterday in a report of a blue ribbon citizens committee on the aid to dependent children program"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Is there availability to change my flight ?"", ""target"": ""airline_corpus""}"
"{""text"": ""The report called racial discrimination in employment one of the most serious causes of family breakdown desertion and ADC dependency"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need to change my flight"", ""target"": ""airline_corpus""}"
"{""text"": ""The monthly cost of ADC to more than recipients in the county is million dollars said Virgil Martin president of Carson Pirie Scott committee chairman"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Can I change my flight?"", ""target"": ""airline_corpus""}"
"{""text"": ""The volume of ADC cases will decrease Martin reported when the community is able to deal effectively with two problems Relatively limited skills and discrimination in employment because of color"", ""target"": ""brown_university_corpus""}"
"{""text"": ""i want to change my flight"", ""target"": ""airline_corpus""}"
"{""text"": ""Calls for extension"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Are there any direct flights to my destination?"", ""target"": ""airline_corpus""}"
"{""text"": ""Extension of the ADC program to all children in need living with any relatives including both parents as a means of preserving family unity"", ""target"": ""brown_university_corpus""}"
"{""text"": ""there are direct flights to this destination please"", ""target"": ""airline_corpus""}"
"{""text"": ""Several defendants in the Summerdale police burglary trial made statements indicating their guilt at the time of their arrest Judge James Parsons was told in Criminal court yesterday"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Is there are any direct flights to my location?"", ""target"": ""airline_corpus""}"
"{""text"": ""Bellows made the disclosure when he asked Judge Parsons to grant his client Alan Clements 30 a separate trial"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Could you please check the direct flights to my location?"", ""target"": ""airline_corpus""}"
"{""text"": ""Fears prejudicial aspects"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I'd like to see the flights in my address"", ""target"": ""airline_corpus""}"
"{""text"": ""Some of the defendants strongly indicated they knew they were receiving stolen property"", ""target"": ""brown_university_corpus""}"
"{""text"": ""there are direct flights?"", ""target"": ""airline_corpus""}"
"{""text"": ""Judge Parsons leaned over the bench and inquired You mean some of the defendants made statements admitting this"", ""target"": ""brown_university_corpus""}"
"{""text"": ""There's any flight to Caracas?"", ""target"": ""airline_corpus""}"
"{""text"": ""What this amounts to if true is that there will be a fight in this case"", ""target"": ""brown_university_corpus""}"
"{""text"": ""hi could you please tell me again the information that i did not understand"", ""target"": ""airline_corpus""}"
"{""text"": ""Washington July 24"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Is there  any direct flights to my location"", ""target"": ""airline_corpus""}"
"{""text"": ""The President spent much of the at his summer home on Cape Cod writing the first drafts of portions of the address with the help of White House aids in Washington with whom he talked by telephone"", ""target"": ""brown_university_corpus""}"
"{""text"": ""pleas can u tell me is there any direct flights to cairo"", ""target"": ""airline_corpus""}"
"{""text"": ""Decisions are made"", ""target"": ""brown_university_corpus""}"
"{""text"": ""the flights are direct to my destination"", ""target"": ""airline_corpus""}"
"{""text"": ""Salinger said the work President Kennedy advisers and members of his staff were doing on the address involved composition and wording rather than last minute decisions on administration plans to meet the latest Berlin crisis precipitated by demands and proposals for the city"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Is there a direct flight to Egypt"", ""target"": ""airline_corpus""}"
"{""text"": ""Karns said that the cases involved a matter of even greater significance than the guilt or innocence of the 50 persons"", ""target"": ""brown_university_corpus""}"
"{""text"": ""there are direct flights?"", ""target"": ""airline_corpus""}"
"{""text"": ""ruling pertained to eight of the 10 cases"", ""target"": ""brown_university_corpus""}"
"{""text"": ""there are direct flights from here?"", ""target"": ""airline_corpus""}"
"{""text"": ""Contempt proceedings originally had been brought against 677 persons in 133 precincts by Morris Wexler special prosecutor"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I need a direct flight to Wiscosin"", ""target"": ""airline_corpus""}"
{}
"{""text"": ""i  need to check if there are any direct flights to my location"", ""target"": ""airline_corpus""}"
"{""text"": ""Wexler has denied repeatedly that coercion was used in questioning"", ""target"": ""brown_university_corpus""}"
"{""text"": ""How much is the weight of my luggage?"", ""target"": ""airline_corpus""}"
"{""text"": ""He said this constituted a very serious misuse of the Criminal court processes"", ""target"": ""brown_university_corpus""}"
"{""text"": ""ljkfahfquow  iqweio qoij"", ""target"": ""airline_corpus""}"
"{""text"": ""Faced seven cases"", ""target"": ""brown_university_corpus""}"
"{""text"": ""What is the maximum weight for a checked bag?"", ""target"": ""airline_corpus""}"
"{""text"": ""Wexler had charged the precinct judges in these cases with complementary miscount of the vote in which votes would be taken from one candidate and given to another"", ""target"": ""brown_university_corpus""}"
"{""text"": ""what is the maximum weight that I should carry by suitcase?"", ""target"": ""airline_corpus""}"
"{""text"": ""The case of the judges in the 58th precinct of the 23d ward had been heard previously and taken under advisement by Karns"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Could you tell me what is the maximum weight of a bag?"", ""target"": ""airline_corpus""}"
"{""text"": ""Claims precedent lacking"", ""target"": ""brown_university_corpus""}"
"{""text"": ""What's the maximum weight for my bag?"", ""target"": ""airline_corpus""}"
"{""text"": ""Washington 9"", ""target"": ""brown_university_corpus""}"
"{""text"": ""what is the maximum weight in the suitcase"", ""target"": ""airline_corpus""}"
"{""text"": ""The President in a special message to Congress tied in with his aged care plan requests for large federal grants to finance medical and dental scholarships build 20 new medical and 20 new dental schools and expand child health care and general medical research"", ""target"": ""brown_university_corpus""}"
"{""text"": ""hi could you please tell me again the information that i did not understand"", ""target"": ""airline_corpus""}"
"{""text"": ""It was defeated in Congress last year"", ""target"": ""brown_university_corpus""}"
"{""text"": ""What's the maximum weight for my bag?"", ""target"": ""airline_corpus""}"
"{""text"": ""It would be financed by boosting the social security payroll tax by as much as a year for each of the workers now paying such taxes"", ""target"": ""brown_university_corpus""}"
"{""text"": ""can you tell me how much weight can i take with me"", ""target"": ""airline_corpus""}"
"{""text"": ""The Kennedy plan alone would boost the base to a year and the payroll tax to per cent per cent each"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Do you have maximum weight?"", ""target"": ""airline_corpus""}"
"{""text"": ""The payroll tax would actually rise to per cent starting 1 1963 if the plan is approved because the levy is already scheduled to go up by 1 per cent on that date to pay for other social security costs"", ""target"": ""brown_university_corpus""}"
"{""text"": ""what would be the maximum weight for my travel bag"", ""target"": ""airline_corpus""}"
"{""text"": ""Officials estimated the annual tax boost for the medical plan would amount to billion dollars and that medical benefits paid out would run 1 billion or more in the first year 1963"", ""target"": ""brown_university_corpus""}"
"{""text"": ""What is the maximum weight for the bag checked"", ""target"": ""airline_corpus""}"
"{""text"": ""Other parts of the Kennedy health plan would entail federal grants of 750 million to 1 billion dollars over the next 10 years"", ""target"": ""brown_university_corpus""}"
"{""text"": ""tell me how much is the maximum luggage weight per person"", ""target"": ""airline_corpus""}"
"{""text"": ""Nursing home care"", ""target"": ""brown_university_corpus""}"
"{""text"": ""What is my luggage weight limit?"", ""target"": ""airline_corpus""}"
"{""text"": ""Full payment of hospital bills for stays up to 90 days for each illness except that the patient would pay a day of the cost for the first nine days"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Where do I see the registered weight of my luggage?"", ""target"": ""airline_corpus""}"
"{""text"": ""Full payment of nursing home bills for up to 180 days following discharge from a hospital"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I know it's on time but do you have a weight limit for a baggage?"", ""target"": ""airline_corpus""}"
"{""text"": ""3"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Is there a wheelchair available for my grandmother?"", ""target"": ""airline_corpus""}"
"{""text"": ""4"", ""target"": ""brown_university_corpus""}"
"{""text"": ""Please, I need a wheelchair on the landing of that flight."", ""target"": ""airline_corpus""}"
"{""text"": ""The President noted that Congress last year passed a law providing grants to states to help pay medical bills of the needy aged"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I am injured, could you get me a wheelchair?"", ""target"": ""airline_corpus""}"
"{""text"": ""He said his plan is designed to meet the needs of those millions who have no wish to receive care at the expense but who are nevertheless staggered by the drain on their savings or those of their children caused by an extended hospital stay"", ""target"": ""brown_university_corpus""}"
"{""text"": ""I want to request a wheelchair for the disabled."", ""target"": ""airline_corpus""}"
"{""text"": ""This is not a program of socialized medicine"", ""target"": ""brown_university_corpus""}"
"{""text"": ""hi could you please tell me again the information that i did not understand"", ""target"": ""airline_corpus""}"
